trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-01-04 13:11:44,213199865312311,"fraud_Walter, Hettinger and Kessler",personal_care,11.01,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74.0,Pensions consultant,1944-05-14,6821000da7311054cffbc8f4adb3297b,1325682704.0,34.385396,-85.80660400000001,0.0
2019-07-01 16:23:11,2264937662466770,fraud_Wuckert-Goldner,home,12.28,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797.0,Land,1995-10-17,1d74a042954b2415538e972a7c6d8b31,1341159791.0,29.016226,-98.738875,0.0
2019-01-05 04:13:39,180068353086472,fraud_Dach-Borer,grocery_net,59.7,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249.0,"Therapist, horticultural",1976-09-17,ee8975907c4fe0af9f462f318017c7dc,1325736819.0,33.552707,-117.045523,0.0
2019-03-20 11:34:26,503848303379,fraud_Bogisich Inc,grocery_pos,31.12,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776.0,Sport and exercise psychologist,1976-09-12,fe16c549ca49ecebfadedfa93918164e,1332243266.0,25.643099,-81.47069499999999,0.0
2019-06-01 18:31:00,3500969075198072,"fraud_Herman, Treutel and Dickens",misc_net,32.16,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895.0,Clothing/textile technologist,1999-05-31,d7dc87c74ecdf42e9de28ded1d92f365,1338575460.0,46.502629,-118.033234,0.0
2019-02-11 22:27:13,377550167323848,fraud_Erdman-Ebert,personal_care,23.6,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.23899999999999,23045.0,Tourist information centre manager,1958-09-02,ad3c826d6ad4389a8fbe45981d869426,1328999233.0,44.16301,-71.103946,0.0
2019-06-07 15:13:38,502049568400,fraud_Streich Ltd,home,17.21,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370.0,Health service manager,1962-02-13,69afc280995ab70351f4c47f9889c8dd,1339082018.0,41.279990000000005,-73.183084,0.0
2019-03-15 12:35:22,567868110212,fraud_Waelchi Inc,kids_pets,48.68,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700.0,"Copywriter, advertising",1984-12-16,a2a271ea2e95208c49c2f09ea310b3bd,1331814922.0,29.811431,-94.673937,0.0
2019-05-31 00:03:23,4500002361389,fraud_Smith-Stokes,misc_pos,64.41,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470.0,Music tutor,1965-04-07,4bfe9908c8cd564fed1604ebb3c870bd,1338422603.0,37.484615000000005,-75.243517,0.0
2019-07-07 07:58:52,4210078554961359092,fraud_Eichmann-Russel,misc_pos,1.82,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420.0,Systems analyst,1965-11-11,69468c6a29988a898913708643e6202d,1341647932.0,44.63591,-123.654829,0.0
2019-01-16 17:59:03,3514865930894695,fraud_Kassulke Inc,entertainment,9.22,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899.0,Naval architect,1967-08-30,4451dda06470c6522bcdde6abe59e623,1326736743.0,33.78182,-105.186846,0.0
2019-06-13 00:42:50,213125815021702,"fraud_Schmeler, Bashirian and Price",shopping_net,9.79,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397.0,Psychiatrist,1931-09-12,79903b3d98abad4675e8759621d9f432,1339548170.0,41.092553,-74.263041,0.0
2019-06-22 20:11:41,4715741951931168360,fraud_Jacobi Inc,health_fitness,56.39,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471.0,Sub,1941-03-30,a10a5e805623f38fdb1ec9160ada4666,1340395901.0,36.181715,-95.869094,0.0
2019-01-09 07:53:32,4149635823017,fraud_Volkman Ltd,misc_net,8.71,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996.0,Aid worker,1977-06-14,edbf730c26ce30daf8aeb443b43edb83,1326095612.0,33.98322,-85.753927,0.0
2019-06-09 05:03:49,375848982312810,fraud_Klocko LLC,misc_net,5.93,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258.0,Web designer,1943-12-15,819df27e8b001e6a8ae333654d524554,1339218229.0,31.446437,-98.287912,0.0
2019-01-25 07:38:25,4045036286570100739,"fraud_Little, Gutmann and Lynch",shopping_net,2.47,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066.0,Product manager,1928-07-15,70732ac81107a246cee27fae4737e194,1327477105.0,40.151624,-76.856737,0.0
2019-03-09 01:06:05,4681601008538160,"fraud_Ferry, Reichel and DuBuque",grocery_net,38.82,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183.0,Physiotherapist,1977-08-12,6769372ef429e794bd2909817272e0cb,1331255165.0,40.121571,-81.115573,0.0
2019-05-01 23:23:51,374930071163758,"fraud_Boehm, Predovic and Reinger",misc_pos,141.17,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515.0,Police officer,1971-11-05,391daf96023b13d5f919b0bfa61f2208,1335914631.0,41.221599,-83.046612,0.0
2019-04-29 09:38:29,30428204673351,fraud_Macejkovic-Lesch,shopping_pos,157.36,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823.0,Gaffer,1982-07-02,c35ab4b4b66348dc7bdaeb29f0947e7e,1335692309.0,41.047501,-77.275177,0.0
2019-04-04 11:16:35,4681699462969,fraud_Kling-Grant,grocery_net,67.26,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701.0,"Journalist, newspaper",1978-03-06,34c930039c3270d15cf773e7829ee0f7,1333538195.0,36.55101,-87.020388,0.0
2019-07-02 02:26:35,6011388901471808,"fraud_Huel, Hammes and Witting",grocery_pos,120.01,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427.0,Mining engineer,1951-02-05,fcfd59314459f9e25e28d5cae5898d01,1341195995.0,40.593356,-79.513694,0.0
2019-02-04 15:01:06,180049032966888,"fraud_Feil, Hilpert and Koss",food_dining,57.81,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795.0,Television/film/video producer,1986-04-15,2bb31acfd686be856ed94b03542afeee,1328367666.0,46.326428,-91.331543,0.0
2019-02-28 19:57:40,213141712584544,fraud_Langworth LLC,personal_care,238.39,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685.0,Fine artist,1984-12-24,1a37d61d508cda8afa06174b94104175,1330459060.0,32.286542,-90.407432,0.0
2019-07-08 02:09:42,4623560839669,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,6.1,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695.0,Administrator,1954-07-15,02eb080810700ee625633f0baaf92923,1341713382.0,41.789174,-93.743745,0.0
2019-07-01 16:44:36,3566094707272327,"fraud_Baumbach, Feeney and Morar",shopping_net,1.44,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882.0,Health physicist,1971-04-25,e310f9291e75d11bd13101d491dacfce,1341161076.0,34.934803,-119.51793700000002,0.0
2019-04-03 14:43:33,3573030041201292,fraud_Schmeler-Howe,personal_care,3.89,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302.0,"Sales professional, IT",1990-01-17,3030470e600c2de05c7bd1a9fd2493fa,1333464213.0,39.995931,-111.054997,0.0
2019-02-18 11:14:52,3567697931646329,fraud_Kiehn Inc,grocery_pos,89.18,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867.0,Travel agency manager,1998-07-29,72eec3f614d42dd30ad4dfdfe41ae460,1329563692.0,42.259964,-73.27517399999999,0.0
2019-04-08 19:23:49,4469777115158234880,fraud_Zboncak Ltd,food_dining,6.8,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249.0,Market researcher,1980-11-22,aeae3b1d22afcb9556a82784ba77b7bd,1333913029.0,42.275878000000006,-71.495209,0.0
2019-03-24 04:59:25,2713913904780408,fraud_Pouros-Conroy,shopping_pos,51.73,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581.0,Multimedia programmer,1964-02-13,2bca185118f7cd670f31dcd1bd911ece,1332565165.0,33.202332,-92.024894,0.0
2019-05-20 00:09:31,30491348102802,fraud_Corwin-Gorczany,misc_net,88.21,Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169.0,"Librarian, public",1953-07-30,c9b172201624c4e724ba8c2721c62668,1337472571.0,39.522131,-99.467396,0.0
2019-03-13 13:02:23,3598304579370089,"fraud_Feil, Hilpert and Koss",food_dining,4.79,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656.0,Heritage manager,1985-12-27,f813c35e8680cdd13993301adbeb5af7,1331643743.0,38.253055,-97.65339,0.0
2019-07-10 03:28:32,3560318482131952,fraud_Bednar Group,misc_net,1.52,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312.0,"Librarian, academic",1955-02-01,f605ecb96c93c3f4d84bfb9b7495ed95,1341890912.0,35.164695,-87.83365500000001,0.0
2019-01-13 18:49:28,375534208663984,fraud_Jast and Sons,food_dining,61.88,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99.0,Dance movement psychotherapist,1986-03-28,9c215022c248958c24207724aca2eb65,1326480568.0,38.635502,-78.52378399999999,0.0
2019-06-10 12:04:02,213191402330021,"fraud_Moore, Williamson and Emmerich",home,126.77,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312.0,"Accountant, chartered public finance",2004-03-18,6a02b8a1939c469c0b0868d50be57356,1339329842.0,42.83642,-88.538084,0.0
2019-05-06 13:15:14,4792627764422477317,fraud_Mosciski Group,travel,3.29,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760.0,Chief Executive Officer,1978-10-01,c392991a8a51bfc95b8ff65db444d9a6,1336310114.0,38.301207,-94.851944,0.0
2019-05-10 08:33:37,584673555952,fraud_Harris Inc,gas_transport,61.97,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307.0,Make,1930-08-13,8c11b604a545987fe72372727d76c219,1336638817.0,46.994439,-101.50912,0.0
2019-06-21 00:51:35,3537797820923602,"fraud_Quitzon, Green and Bashirian",shopping_pos,5.86,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584.0,Medical technical officer,1969-03-20,f28c9849d6a446a36bbc98a19730cc67,1340239895.0,47.089728,-120.902865,0.0
2019-03-26 15:30:44,36485887555770,"fraud_Pouros, Walker and Spencer",kids_pets,5.91,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267.0,Facilities manager,2005-01-29,85d98f97681b08bdeca04b16181540b9,1332775844.0,40.579101,-82.277833,0.0
2019-06-28 03:11:59,2252055259910912,fraud_Bartoletti-Wunsch,gas_transport,78.36,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828.0,Arts development officer,1991-08-19,cfc6d848f4502b5d1a4f1eb506bf23cf,1340853119.0,44.018545,-90.82104,0.0
2019-03-20 20:56:27,30030380240193,"fraud_Bahringer, Schoen and Corkery",shopping_pos,124.59,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395.0,"Pharmacist, community",1993-11-17,078916eef9ae53746e5f472ab36cc8f3,1332276987.0,29.65503,-99.195689,0.0
2019-06-19 06:55:21,3559679414981506,fraud_Wiza LLC,misc_pos,3.48,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830.0,Theme park manager,1991-03-29,79a8715de84c1af07e34d68c1949ad96,1340088921.0,42.959286,-75.314616,0.0
2019-01-28 12:47:47,4939976756738216,"fraud_Conroy, Balistreri and Gorczany",health_fitness,71.97,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128.0,IT trainer,1990-11-07,43e827567b7f0bee719810a39d8534c3,1327754867.0,26.891763,-99.758975,0.0
2019-04-30 21:50:49,3586008444788268,"fraud_Hettinger, McCullough and Fay",home,90.56,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489.0,Osteopath,1984-02-29,8afb5693fa20af3958cc8aef0248f756,1335822649.0,48.153813,-122.877215,0.0
2019-05-17 09:29:51,4302480582202074,fraud_Wiegand-Lowe,grocery_net,63.29,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715.0,Historic buildings inspector/conservation officer,1995-05-25,f13efae4bf25d5d40e09e45c95c3184c,1337246991.0,42.554404,-86.071,0.0
2019-03-11 16:10:28,6538441737335434,fraud_Johns Inc,entertainment,65.48,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606.0,Energy manager,1997-09-22,4b8a52ffc60d298f2b1ef81aff87ce29,1331482228.0,41.308444,-79.94611,0.0
2019-06-19 02:37:20,2252055259910912,fraud_Kutch and Sons,grocery_pos,116.95,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828.0,Arts development officer,1991-08-19,86b86a19d07c360609533aa74f79459c,1340073440.0,43.707984,-90.694335,0.0
2019-05-20 04:33:16,4070511711385545,"fraud_Raynor, Reinger and Hagenes",gas_transport,87.99,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435.0,"Engineer, mining",1967-04-09,dfabb1b09ac1036d40740672fced8e9b,1337488396.0,28.432649,-97.021729,0.0
2019-02-12 16:27:50,3560725013359375,fraud_Pacocha-Weissnat,kids_pets,92.55,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23.0,Cytogeneticist,1969-09-15,2441d6ebb0e092102d4efef68586ac0f,1329064070.0,31.052462,-102.384672,0.0
2019-06-10 06:57:21,30181367542315,"fraud_Schultz, Simonis and Little",grocery_pos,105.37,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016.0,Local government officer,1953-12-25,319d42a817c0896a321e6a73556876ac,1339311441.0,44.533963,-121.58973600000002,0.0
2019-01-19 09:10:27,60416207185,fraud_Kutch and Sons,grocery_pos,121.09,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645.0,Information systems manager,1986-02-17,30d65da9dec8a66ff98c48f884192f57,1326964227.0,43.458125,-109.317027,0.0
2019-06-07 19:30:57,3508104404056005,fraud_Bahringer Group,health_fitness,10.47,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679.0,"Engineer, production",1991-04-11,8a9ee91892d7c889b6928b880d766ead,1339097457.0,43.373403,-87.447985,0.0
2019-03-03 15:00:46,342351256941125,fraud_O'Connell-Ullrich,home,42.94,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343.0,Theatre manager,1990-06-08,4e58a2ab1108000223fcf989cbd6e0d1,1330786846.0,33.938599,-83.488223,0.0
2019-01-28 08:32:05,4646845581490336108,fraud_Kuphal-Predovic,misc_net,13.74,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056.0,Film/video editor,1990-06-25,cdf115c5c5af863fa804c3f5ea673a89,1327739525.0,40.325729,-73.056381,0.0
2019-06-05 06:22:16,6011360759745864,fraud_Stiedemann Inc,misc_pos,15.03,Steven,Williams,M,231 Flores Pass Suite 720,Edinburg,VA,22824,38.8432,-78.6003,6018.0,"Designer, multimedia",1947-08-21,5cd029d48fb52c4bfe68bf64d9e621a6,1338877336.0,38.224122,-77.605264,0.0
2019-02-03 11:29:26,630424987505,fraud_Kiehn-Emmerich,grocery_pos,126.03,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836.0,Forensic psychologist,1981-08-29,31f5b59f10d5652b6e6a45fa0fed9eb2,1328268566.0,40.09147,-80.320551,0.0
2019-05-02 14:26:44,3518234918950662,fraud_Ullrich Ltd,kids_pets,335.74,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563.0,Systems developer,1970-09-11,5285934f1b604767e576038e184226cd,1335968804.0,32.929185,-96.844949,0.0
2019-01-26 07:43:17,30428204673351,"fraud_Ruecker, Beer and Collier",shopping_net,85.15,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823.0,Gaffer,1982-07-02,b470444f6820098c2392ce218c9c64b6,1327563797.0,39.688967,-76.31209399999999,0.0
2019-03-31 12:03:36,2286236465059468,"fraud_Wuckert, Wintheiser and Friesen",home,35.13,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467.0,Agricultural consultant,1950-05-27,dce8b159b615a78d82fc7a31ec83d317,1333195416.0,39.508095,-93.473448,0.0
2019-02-28 09:20:39,6011552879910390,"fraud_Roob, Conn and Tremblay",shopping_pos,135.9,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49.0,Research scientist (physical sciences),1981-07-05,a6e86359e9a76eeba4baf55c709050b3,1330420839.0,40.771292,-109.989192,0.0
2019-02-04 21:06:48,3511378610369890,fraud_Wuckert-Goldner,home,50.12,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178.0,Television production assistant,1973-04-01,89767fed2b7ee704ed02a543fa53f451,1328389608.0,35.554931,-86.002999,0.0
2019-01-19 22:00:11,3582402971899057,fraud_Quitzon-Goyette,home,64.89,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161.0,Production manager,1957-06-12,e7e9e8df339e3961e5e0b7ae5ea3adab,1327010411.0,48.112657,-116.511324,0.0
2019-03-12 21:16:00,3551217896304745,fraud_Altenwerth-Kilback,home,51.42,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120.0,Chartered loss adjuster,1976-10-09,d0ffa93c76cc7aa445c9cc8b202fb792,1331586960.0,44.107663,-74.758899,0.0
2019-04-30 14:28:00,3563837241599446,"fraud_Nienow, Ankunding and Collier",misc_pos,3.86,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278.0,Research scientist (physical sciences),1977-07-17,41a1d456ded6a9375d71cc19b227a524,1335796080.0,45.776066,-122.723971,0.0
2019-05-19 17:56:11,4681601008538160,fraud_Quitzon-Goyette,home,38.79,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183.0,Physiotherapist,1977-08-12,b6a0d4ddd71bdce157a9405d8ff84a93,1337450171.0,39.353315,-80.785383,0.0
2019-06-20 02:29:19,3545109339866548,fraud_Bernhard Inc,gas_transport,74.48,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870.0,Chartered public finance accountant,1999-03-05,fcc579d64f3139b6008c62ac08aa1bb8,1340159359.0,32.578513,-90.228885,0.0
2019-06-12 15:23:26,340951438290556,"fraud_Hagenes, Kohler and Hoppe",food_dining,89.14,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950.0,Records manager,1971-07-02,b373b6d43eb92c00882cdffe72236a6b,1339514606.0,41.927421,-74.197393,0.0
2019-03-28 10:16:52,38530489946071,"fraud_Lind, Huel and McClure",gas_transport,50.12,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530.0,Animal technologist,1989-05-14,c8f3ebd76f2e23ef0dbf48faa76c2f62,1332929812.0,34.264322,-82.839931,0.0
2019-04-22 23:06:38,372520049757633,fraud_Heaney-Marquardt,entertainment,104.34,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136.0,Ceramics designer,2000-02-20,cf3ad7a777596b8808f67f8542fc739f,1335135998.0,47.745919,-93.263622,0.0
2019-03-06 11:47:35,675990301623,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,37.89,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456.0,Senior tax professional/tax inspector,1994-03-13,3eb0e5ceb8788eebc5ce404a4b520019,1331034455.0,41.339687,-75.31037099999999,0.0
2019-06-24 23:47:51,675961917837,fraud_Johns-Hoeger,entertainment,3.0,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142.0,Chiropodist,1967-08-24,cd4c2f97c225828e0c05902db1b57c2f,1340581671.0,39.758494,-96.130249,0.0
2019-03-11 14:02:38,4102003771126577611,"fraud_Wiza, Schaden and Stark",misc_pos,5.91,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035.0,Probation officer,1987-06-13,2bc36ebc13e4b086613f54714c59cf20,1331474558.0,33.817134,-97.648381,0.0
2019-04-01 13:05:33,2712209726293386,"fraud_O'Connell, Botsford and Hand",home,9.97,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909.0,"Designer, furniture",1977-02-22,47025ae0179ebb6743b28376db5f1b05,1333285533.0,31.1057,-90.370689,0.0
2019-02-04 15:05:10,180049032966888,fraud_Volkman PLC,food_dining,52.41,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795.0,Television/film/video producer,1986-04-15,9ec731206df0ae538d17c00c0b825385,1328367910.0,45.834340000000005,-89.63138000000001,0.0
2019-07-05 18:02:59,4344955088481397,"fraud_Hettinger, McCullough and Fay",home,88.42,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054.0,Communications engineer,1976-09-29,05849cea3be70e526e0768193043490c,1341511379.0,40.862691,-79.402922,0.0
2019-05-29 11:29:52,2720894374956739,fraud_Padberg-Welch,grocery_pos,98.96,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305.0,"Psychologist, sport and exercise",1927-05-25,0ddb4c6c335f4e03ae5d3a16c748da46,1338290992.0,41.609988,-83.314944,0.0
2019-01-12 03:47:28,30487648872433,fraud_Koss and Sons,gas_transport,93.37,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350.0,Counsellor,1955-01-05,ed8ab3811223dc87280618879b0bad5f,1326340048.0,39.034071,-86.146765,0.0
2019-05-20 18:36:04,4873783502705038,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,2.4,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871.0,Public house manager,1974-03-10,1d0bc27a40a217548e491874c62ec16c,1337538964.0,47.605901,-121.433588,0.0
2019-01-15 16:20:45,4292902571056973207,"fraud_Koss, McLaughlin and Mayer",food_dining,9.05,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218.0,"Therapist, horticultural",1995-08-16,069a9819e33e006a66bce4e25da9089d,1326644445.0,46.210842,-114.186481,0.0
2019-06-19 23:19:17,36913587729122,"fraud_Parker, Nolan and Trantow",entertainment,20.49,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106.0,Intelligence analyst,1971-02-11,b17aed526e8b03f6321b1457771948f9,1340147957.0,43.648438,-116.782629,0.0
2019-04-30 03:44:20,4178097073221156,fraud_Torp-Labadie,gas_transport,83.28,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104.0,"Horticulturist, commercial",1981-03-29,5a963af525db5242a17aed8b2c921858,1335757460.0,41.617684,-86.45925799999999,0.0
2019-01-26 19:02:20,2720433095629877,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,77.86,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224.0,"Engineer, electronics",1997-08-22,21f76ae03810dd6d41797da182482b54,1327604540.0,43.58576,-69.952151,0.0
2019-06-26 13:36:33,3567697931646329,fraud_Wolf Inc,grocery_pos,67.6,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867.0,Travel agency manager,1998-07-29,f119a7f209b8bab2432d370cb880a072,1340717793.0,43.20103,-72.917292,0.0
2019-03-26 15:19:08,4683520018489354,"fraud_Cole, Hills and Jewess",home,59.67,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193.0,"Editor, magazine features",1995-04-19,04f381783711cc1c17c7dd1ec7d81bee,1332775148.0,33.126179,-117.514865,0.0
2019-02-02 10:18:41,2475085306462014,"fraud_Swift, Bradtke and Marquardt",grocery_net,52.12,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507.0,Land/geomatics surveyor,1993-10-12,22e6d2a31e9ba0783a4de0900b0fb1c0,1328177921.0,43.938805,-95.723205,0.0
2019-05-18 02:02:42,4355790796238264643,fraud_Schmitt Inc,gas_transport,53.07,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656.0,Exhibition designer,1969-08-04,ea40a97ccabd4ae0228831d183555f2a,1337306562.0,39.599278000000005,-91.144362,0.0
2019-05-20 00:40:10,6538891242532018,fraud_Koepp-Witting,grocery_pos,200.06,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155.0,"Engineer, control and instrumentation",1977-03-23,765971084a03981f0b55fafe5d963895,1337474410.0,35.8404,-90.442563,0.0
2019-07-13 19:39:40,3523898249167098,fraud_Jewess LLC,shopping_pos,3.28,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480.0,"Therapist, drama",1990-11-09,b713e9c9e6e8d99ce70975acdd4517e2,1342208380.0,41.204945,-73.53087,0.0
2019-06-19 14:14:52,2720012583106919,fraud_Gottlieb-Hansen,personal_care,69.65,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126.0,Volunteer coordinator,1980-08-18,edf75f77dc52b3e46700ceb407842745,1340115292.0,42.439451,-102.642775,0.0
2019-02-10 08:10:16,4998109455173950,fraud_Cartwright-Harris,grocery_pos,183.68,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147.0,Counsellor,1987-11-18,ec1a05436f5ca912ee73c0a4e944b5f4,1328861416.0,38.92462,-94.765232,0.0
